geoid10,Crm Cd,count,Year
06037102104,886,1,2020
06037102104,900,1,2020
06037102104,901,1,2020
06037102104,903,1,2020
06037102104,930,1,2020
06037102104,946,1,2020
06037102105,310,3,2020
06037102105,330,7,2020
06037102105,331,1,2020
06037102105,354,2,2020
06037102105,420,3,2020
06037102105,421,1,2020
06037102105,510,10,2020
06037102105,520,1,2020
06037102105,624,5,2020
06037102105,626,1,2020
06037102105,649,1,2020
06037102105,740,3,2020
06037102105,821,1,2020
06037102105,890,1,2020
06037102105,903,1,2020
06037102105,930,1,2020
06037102105,951,1,2020
06037102107,230,4,2020
06037102107,236,3,2020
06037102107,310,5,2020
06037102107,330,11,2020
06037102107,331,4,2020
06037102107,341,3,2020
06037102107,354,4,2020
06037102107,420,6,2020
06037102107,437,2,2020
06037102107,440,3,2020
06037102107,510,15,2020
06037102107,624,10,2020
06037102107,626,7,2020
06037102107,627,3,2020
06037102107,662,4,2020
06037102107,664,1,2020
06037102107,740,6,2020
06037102107,745,2,2020
06037102107,753,2,2020
06037102107,815,2,2020
06037102107,888,3,2020
06037102107,890,1,2020
06037102107,900,1,2020
06037102107,901,2,2020
06037102107,903,2,2020
06037102107,930,2,2020
06037102107,940,1,2020
06037102107,949,1,2020
06037103101,310,1,2020
06037103101,330,6,2020
06037103101,331,1,2020
06037103101,354,3,2020
06037103101,420,6,2020
06037103101,440,2,2020
06037103101,487,2,2020
06037103101,510,3,2020
06037103101,624,2,2020
06037103101,626,1,2020
06037103101,662,1,2020
06037103101,740,4,2020
06037103101,745,2,2020
06037103101,761,1,2020
06037103101,888,1,2020
06037103101,903,1,2020
06037103102,210,7,2020
06037103102,230,4,2020
06037103102,236,2,2020
06037103102,251,2,2020
06037103102,310,18,2020
06037103102,320,1,2020
06037103102,330,8,2020
06037103102,331,4,2020
06037103102,341,4,2020
06037103102,354,8,2020
06037103102,420,6,2020
06037103102,437,1,2020
06037103102,440,5,2020
06037103102,442,6,2020
06037103102,510,17,2020
06037103102,624,8,2020
06037103102,626,3,2020
06037103102,662,5,2020
06037103102,740,16,2020
06037103102,745,5,2020
06037103102,761,3,2020
06037103102,850,1,2020
06037103102,860,2,2020
06037103102,900,3,2020
06037103102,901,6,2020
06037103102,903,4,2020
06037103102,930,5,2020
06037103102,940,1,2020
06037103102,956,2,2020
06037103201,210,1,2020
06037103201,220,1,2020
06037103201,230,4,2020
06037103201,236,1,2020
06037103201,310,15,2020
06037103201,320,1,2020
06037103201,330,6,2020
06037103201,331,4,2020
06037103201,341,2,2020
06037103201,354,6,2020
06037103201,410,1,2020
06037103201,420,6,2020
06037103201,440,3,2020
06037103201,510,21,2020
06037103201,624,9,2020
06037103201,626,11,2020
06037103201,662,2,2020
06037103201,664,1,2020
06037103201,740,10,2020
06037103201,745,3,2020
06037103201,753,1,2020
06037103201,761,1,2020
06037103201,860,1,2020
06037103201,888,3,2020
06037103201,901,8,2020
06037103201,930,1,2020
06037103201,946,2,2020
06037103202,210,3,2020
06037103202,230,13,2020
06037103202,236,1,2020
06037103202,237,1,2020
06037103202,310,4,2020
06037103202,330,8,2020
06037103202,331,2,2020
06037103202,341,5,2020
06037103202,350,1,2020
06037103202,354,3,2020
06037103202,420,7,2020
06037103202,440,3,2020
06037103202,510,12,2020
06037103202,624,5,2020
06037103202,626,8,2020
06037103202,662,1,2020
06037103202,740,3,2020
06037103202,745,3,2020
06037103202,753,2,2020
06037103202,761,1,2020
06037103202,900,2,2020
06037103202,901,1,2020
06037103202,940,1,2020
06037103202,956,1,2020
06037103300,210,1,2020
06037103300,230,8,2020
06037103300,310,9,2020
06037103300,330,7,2020
06037103300,331,1,2020
06037103300,341,4,2020
06037103300,343,1,2020
06037103300,354,3,2020
06037103300,420,9,2020
06037103300,440,5,2020
06037103300,442,1,2020
06037103300,480,1,2020
06037103300,510,5,2020
06037103300,624,7,2020
06037103300,625,1,2020
06037103300,626,6,2020
06037103300,660,1,2020
06037103300,664,1,2020
06037103300,740,4,2020
06037103300,745,5,2020
06037103300,888,5,2020
06037103300,890,1,2020
06037103300,900,1,2020
06037103300,901,3,2020
06037103300,903,2,2020
06037103300,930,1,2020
06037103300,946,1,2020
06037103300,949,1,2020
06037103300,956,1,2020
06037103401,210,2,2020
06037103401,230,1,2020
06037103401,310,11,2020
06037103401,320,1,2020
06037103401,330,4,2020
06037103401,331,5,2020
06037103401,341,1,2020
06037103401,354,7,2020
06037103401,420,8,2020
06037103401,440,5,2020
06037103401,441,1,2020
06037103401,442,1,2020
06037103401,480,1,2020
06037103401,487,2,2020
06037103401,510,15,2020
06037103401,624,5,2020
06037103401,626,7,2020
06037103401,649,1,2020
06037103401,662,1,2020
06037103401,664,1,2020
06037103401,740,5,2020
06037103401,745,1,2020
06037103401,812,1,2020
06037103401,888,1,2020
06037103401,900,3,2020
06037103401,903,1,2020
06037103402,230,2,2020
06037103402,310,4,2020
06037103402,330,4,2020
06037103402,331,3,2020
06037103402,341,3,2020
06037103402,354,4,2020
06037103402,420,9,2020
06037103402,437,1,2020
06037103402,440,2,2020
06037103402,510,15,2020
06037103402,624,6,2020
06037103402,626,2,2020
06037103402,627,1,2020
06037103402,662,1,2020
06037103402,664,1,2020
06037103402,740,8,2020
06037103402,745,6,2020
06037103402,761,1,2020
06037103402,890,1,2020
06037103402,900,2,2020
06037103402,901,2,2020
06037103402,903,2,2020
06037103402,930,4,2020
06037103402,940,1,2020
06037103402,946,1,2020
06037103402,956,1,2020
06037104103,210,1,2020
06037104103,235,1,2020
06037104103,236,2,2020
06037104103,251,3,2020
06037104103,310,3,2020
06037104103,320,2,2020
06037104103,330,1,2020
06037104103,331,1,2020
06037104103,341,1,2020
06037104103,350,1,2020
06037104103,354,6,2020
06037104103,420,4,2020
06037104103,440,4,2020
06037104103,510,15,2020
06037104103,624,5,2020
06037104103,626,9,2020
06037104103,740,5,2020
06037104103,745,2,2020
06037104103,753,1,2020
06037104103,900,1,2020
06037104103,903,2,2020
06037104103,946,1,2020
06037104103,949,1,2020
06037104105,210,3,2020
06037104105,220,1,2020
06037104105,230,7,2020
06037104105,236,5,2020
06037104105,237,1,2020
06037104105,310,6,2020
06037104105,320,2,2020
06037104105,330,9,2020
06037104105,331,1,2020
06037104105,341,2,2020
06037104105,354,8,2020
06037104105,420,12,2020
06037104105,440,2,2020
06037104105,480,1,2020
06037104105,510,12,2020
06037104105,623,1,2020
06037104105,624,11,2020
06037104105,625,1,2020
06037104105,626,10,2020
06037104105,664,1,2020
06037104105,740,5,2020
06037104105,745,4,2020
06037104105,761,1,2020
06037104105,812,1,2020
06037104105,903,1,2020
06037104105,928,1,2020
06037104105,930,3,2020
06037104105,956,2,2020
06037104108,121,1,2020
06037104108,210,5,2020
06037104108,220,2,2020
06037104108,230,9,2020
06037104108,236,2,2020
06037104108,310,8,2020
06037104108,320,1,2020
06037104108,330,16,2020
06037104108,331,3,2020
06037104108,341,5,2020
06037104108,350,1,2020
06037104108,354,4,2020
06037104108,420,16,2020
06037104108,440,5,2020
06037104108,441,1,2020
06037104108,442,3,2020
06037104108,510,37,2020
06037104108,623,2,2020
06037104108,624,19,2020
06037104108,626,14,2020
06037104108,627,1,2020
06037104108,662,1,2020
06037104108,664,1,2020
06037104108,740,10,2020
06037104108,745,8,2020
06037104108,761,3,2020
06037104108,860,1,2020
06037104108,888,2,2020
06037104108,901,3,2020
06037104108,903,1,2020
06037104108,930,1,2020
06037104108,946,1,2020
06037104108,956,2,2020
06037104124,121,1,2020
06037104124,210,2,2020
06037104124,230,5,2020
06037104124,310,7,2020
06037104124,330,4,2020
06037104124,331,3,2020
06037104124,341,1,2020
06037104124,350,1,2020
06037104124,354,8,2020
06037104124,420,2,2020
06037104124,421,1,2020
06037104124,440,2,2020
06037104124,442,1,2020
06037104124,510,10,2020
06037104124,624,10,2020
06037104124,626,8,2020
06037104124,627,1,2020
06037104124,740,5,2020
06037104124,753,1,2020
06037104124,860,2,2020
06037104124,888,1,2020
06037104124,900,1,2020
06037104124,902,2,2020
06037104124,903,1,2020
06037104124,930,6,2020
06037104124,946,1,2020
06037104201,210,4,2020
06037104201,230,6,2020
06037104201,251,1,2020
06037104201,310,9,2020
06037104201,330,1,2020
06037104201,331,1,2020
06037104201,350,2,2020
06037104201,354,2,2020
06037104201,420,3,2020
06037104201,440,3,2020
06037104201,442,2,2020
06037104201,510,8,2020
06037104201,624,22,2020
06037104201,625,1,2020
06037104201,626,3,2020
06037104201,627,3,2020
06037104201,648,1,2020
06037104201,740,9,2020
06037104201,745,7,2020
06037104201,753,1,2020
06037104201,761,4,2020
06037104201,812,1,2020
06037104201,815,1,2020
06037104201,850,1,2020
06037104201,890,2,2020
06037104201,900,3,2020
06037104201,901,5,2020
06037104201,903,7,2020
06037104201,910,1,2020
06037104201,930,1,2020
06037104201,932,1,2020
06037104201,946,1,2020
06037104201,956,1,2020
06037104203,110,1,2020
06037104203,210,6,2020
06037104203,220,4,2020
06037104203,230,15,2020
06037104203,236,1,2020
06037104203,237,1,2020
06037104203,251,1,2020
06037104203,310,4,2020
06037104203,330,7,2020
06037104203,331,4,2020
06037104203,341,1,2020
06037104203,350,1,2020
06037104203,354,9,2020
06037104203,420,4,2020
06037104203,440,8,2020
06037104203,480,1,2020
06037104203,510,16,2020
06037104203,624,12,2020
06037104203,626,11,2020
06037104203,627,1,2020
06037104203,647,1,2020
06037104203,649,2,2020
06037104203,662,2,2020
06037104203,740,7,2020
06037104203,745,3,2020
06037104203,761,3,2020
06037104203,850,1,2020
06037104203,860,2,2020
06037104203,946,2,2020
06037104204,121,1,2020
06037104204,210,2,2020
06037104204,220,1,2020
06037104204,230,12,2020
06037104204,235,1,2020
06037104204,236,5,2020
06037104204,251,1,2020
06037104204,310,12,2020
06037104204,330,6,2020
06037104204,331,1,2020
06037104204,341,4,2020
06037104204,354,2,2020
06037104204,420,9,2020
06037104204,437,2,2020
06037104204,438,1,2020
06037104204,440,12,2020
06037104204,442,10,2020
06037104204,510,11,2020
06037104204,624,10,2020
06037104204,626,10,2020
06037104204,627,1,2020
06037104204,662,1,2020
06037104204,740,7,2020
06037104204,745,6,2020
06037104204,761,4,2020
06037104204,815,1,2020
06037104204,845,1,2020
06037104204,860,1,2020
06037104204,888,4,2020
06037104204,890,1,2020
06037104204,900,1,2020
06037104204,902,1,2020
06037104204,903,1,2020
06037104204,910,1,2020
06037104204,930,4,2020
06037104204,940,1,2020
06037104310,110,2,2020
06037104310,121,1,2020
06037104310,210,6,2020
06037104310,220,2,2020
06037104310,230,16,2020
06037104310,236,3,2020
06037104310,310,3,2020
06037104310,330,5,2020
06037104310,331,3,2020
06037104310,341,4,2020
06037104310,349,1,2020
06037104310,354,2,2020
06037104310,420,7,2020
06037104310,438,1,2020
06037104310,440,4,2020
06037104310,441,1,2020
06037104310,442,1,2020
06037104310,510,16,2020
06037104310,623,1,2020
06037104310,624,14,2020
06037104310,625,1,2020
06037104310,626,16,2020
06037104310,627,2,2020
06037104310,647,1,2020
06037104310,653,1,2020
06037104310,662,1,2020
06037104310,664,5,2020
06037104310,740,6,2020
06037104310,745,4,2020
06037104310,761,7,2020
06037104310,813,1,2020
06037104310,888,2,2020
06037104310,901,2,2020
06037104310,920,1,2020
06037104321,210,1,2020
06037104321,220,1,2020
06037104321,230,5,2020
06037104321,236,2,2020
06037104321,310,1,2020
06037104321,330,6,2020
06037104321,341,1,2020
06037104321,354,1,2020
06037104321,420,8,2020
06037104321,440,1,2020
06037104321,442,1,2020
06037104321,510,11,2020
06037104321,622,2,2020
06037104321,623,3,2020
06037104321,624,9,2020
06037104321,625,1,2020
06037104321,626,8,2020
06037104321,662,2,2020
06037104321,740,6,2020
06037104321,745,3,2020
06037104321,761,1,2020
06037104321,815,1,2020
06037104321,900,1,2020
06037104321,903,4,2020
06037104321,930,1,2020
06037104321,946,1,2020
06037104322,210,4,2020
06037104322,220,2,2020
06037104322,230,13,2020
06037104322,236,1,2020
06037104322,310,12,2020
06037104322,330,8,2020
06037104322,331,5,2020
06037104322,341,3,2020
06037104322,343,2,2020
06037104322,350,1,2020
06037104322,354,5,2020
06037104322,420,12,2020
06037104322,440,11,2020
06037104322,442,18,2020
06037104322,510,18,2020
06037104322,624,16,2020
06037104322,626,10,2020
06037104322,662,1,2020
06037104322,664,2,2020
06037104322,740,9,2020
06037104322,745,5,2020
06037104322,761,8,2020
06037104322,850,1,2020
06037104322,890,1,2020
06037104322,900,2,2020
06037104322,901,1,2020
06037104322,902,1,2020
06037104322,903,1,2020
06037104322,930,6,2020
06037104322,946,6,2020
06037104322,956,1,2020
06037104401,210,7,2020
06037104401,220,1,2020
06037104401,230,14,2020
06037104401,236,1,2020
06037104401,310,7,2020
06037104401,320,1,2020
06037104401,330,3,2020
06037104401,331,1,2020
06037104401,341,2,2020
06037104401,354,6,2020
06037104401,420,8,2020
06037104401,440,5,2020
06037104401,442,4,2020
06037104401,510,22,2020
06037104401,624,14,2020
06037104401,626,8,2020
06037104401,627,2,2020
06037104401,740,10,2020
06037104401,745,12,2020
06037104401,760,2,2020
06037104401,761,5,2020
06037104401,850,1,2020
06037104401,888,1,2020
06037104401,890,2,2020
06037104401,900,6,2020
06037104401,901,11,2020
06037104401,903,7,2020
06037104401,930,5,2020
06037104401,946,2,2020
06037104401,956,2,2020
06037104403,210,2,2020
06037104403,220,1,2020
06037104403,230,4,2020
06037104403,231,3,2020
06037104403,310,1,2020
06037104403,330,1,2020
06037104403,331,1,2020
06037104403,341,1,2020
06037104403,350,1,2020
06037104403,354,3,2020
06037104403,420,4,2020
06037104403,440,3,2020
06037104403,442,2,2020
06037104403,510,12,2020
06037104403,623,10,2020
06037104403,624,12,2020
06037104403,626,5,2020
06037104403,627,4,2020
06037104403,648,1,2020
06037104403,662,1,2020
06037104403,740,9,2020
06037104403,745,4,2020
06037104403,761,1,2020
06037104403,810,1,2020
06037104403,813,1,2020
06037104403,888,1,2020
06037104403,890,2,2020
06037104403,900,2,2020
06037104403,901,3,2020
06037104403,903,3,2020
06037104403,930,1,2020
06037104403,946,1,2020
06037104404,110,1,2020
06037104404,210,3,2020
06037104404,230,6,2020
06037104404,237,3,2020
06037104404,310,6,2020
06037104404,320,1,2020
06037104404,330,7,2020
06037104404,331,1,2020
06037104404,341,2,2020
06037104404,350,1,2020
06037104404,354,4,2020
06037104404,420,4,2020
06037104404,510,15,2020
06037104404,624,13,2020
06037104404,625,1,2020
06037104404,626,4,2020
06037104404,627,1,2020
06037104404,648,1,2020
06037104404,649,1,2020
06037104404,664,1,2020
06037104404,740,9,2020
06037104404,745,6,2020
06037104404,761,2,2020
06037104404,810,1,2020
06037104404,850,1,2020
06037104404,888,1,2020
06037104404,890,1,2020
06037104404,900,1,2020
06037104404,901,6,2020
06037104404,903,4,2020
06037104404,930,1,2020
06037104404,946,1,2020
06037104500,210,4,2020
06037104500,230,3,2020
06037104500,236,2,2020
06037104500,310,5,2020
06037104500,320,2,2020
06037104500,330,5,2020
06037104500,331,2,2020
06037104500,341,3,2020
06037104500,350,1,2020
06037104500,354,1,2020
06037104500,420,9,2020
06037104500,440,5,2020
06037104500,442,1,2020
06037104500,510,9,2020
06037104500,624,18,2020
06037104500,625,1,2020
06037104500,626,4,2020
06037104500,649,1,2020
06037104500,662,2,2020
06037104500,740,15,2020
06037104500,745,3,2020
06037104500,761,1,2020
06037104500,812,1,2020
06037104500,813,1,2020
06037104500,821,1,2020
06037104500,850,1,2020
06037104500,888,1,2020
06037104500,900,2,2020
06037104500,901,4,2020
06037104500,903,4,2020
06037104500,930,4,2020
06037104500,940,1,2020
06037104500,946,1,2020
06037104610,210,2,2020
06037104610,230,4,2020
06037104610,236,1,2020
06037104610,310,1,2020
06037104610,330,3,2020
06037104610,347,1,2020
06037104610,350,1,2020
06037104610,354,2,2020
06037104610,420,2,2020
06037104610,440,4,2020
06037104610,442,1,2020
06037104610,510,10,2020
06037104610,623,4,2020
06037104610,624,9,2020
06037104610,626,15,2020
06037104610,627,1,2020
06037104610,649,1,2020
06037104610,740,6,2020
06037104610,745,7,2020
06037104610,753,1,2020
06037104610,761,3,2020
06037104610,812,2,2020
06037104610,900,2,2020
06037104610,901,1,2020
06037104610,930,1,2020
06037104610,946,1,2020
06037104610,956,1,2020
06037104620,121,2,2020
06037104620,210,3,2020
06037104620,220,1,2020
06037104620,230,5,2020
06037104620,236,1,2020
06037104620,237,2,2020
06037104620,330,2,2020
06037104620,331,1,2020
06037104620,341,2,2020
06037104620,354,3,2020
06037104620,420,4,2020
06037104620,510,15,2020
06037104620,624,7,2020
06037104620,626,11,2020
06037104620,627,1,2020
06037104620,740,5,2020
06037104620,745,1,2020
06037104620,850,1,2020
06037104620,900,3,2020
06037104620,901,2,2020
06037104620,903,1,2020
06037104620,910,1,2020
06037104620,930,1,2020
06037104701,110,2,2020
06037104701,210,5,2020
06037104701,230,9,2020
06037104701,236,1,2020
06037104701,251,1,2020
06037104701,310,3,2020
06037104701,320,1,2020
06037104701,330,3,2020
06037104701,341,1,2020
06037104701,354,8,2020
06037104701,420,5,2020
06037104701,437,2,2020
06037104701,440,4,2020
06037104701,442,2,2020
06037104701,510,16,2020
06037104701,623,1,2020
06037104701,624,17,2020
06037104701,625,1,2020
06037104701,626,13,2020
06037104701,627,1,2020
06037104701,662,1,2020
06037104701,664,1,2020
06037104701,740,9,2020
06037104701,745,4,2020
06037104701,761,2,2020
06037104701,810,1,2020
06037104701,888,2,2020
06037104701,890,1,2020
06037104701,900,3,2020
06037104701,901,7,2020
06037104701,903,1,2020
06037104701,930,1,2020
06037104701,956,1,2020
06037104703,210,2,2020
06037104703,230,13,2020
06037104703,236,1,2020
06037104703,310,12,2020
06037104703,330,6,2020
06037104703,341,2,2020
06037104703,354,6,2020
06037104703,420,5,2020
06037104703,440,7,2020
06037104703,510,28,2020
06037104703,520,2,2020
06037104703,623,2,2020
06037104703,624,13,2020
06037104703,626,11,2020
06037104703,627,2,2020
06037104703,649,1,2020
06037104703,740,10,2020
06037104703,745,6,2020
06037104703,753,1,2020
06037104703,761,1,2020
06037104703,812,1,2020
06037104703,888,1,2020
06037104703,901,1,2020
06037104703,903,1,2020
06037104703,946,1,2020
06037104703,956,1,2020
06037104704,122,1,2020
06037104704,210,5,2020
06037104704,230,7,2020
06037104704,231,1,2020
06037104704,236,3,2020
06037104704,237,3,2020
06037104704,310,2,2020
06037104704,320,1,2020
06037104704,330,7,2020
06037104704,331,2,2020
06037104704,341,1,2020
06037104704,350,1,2020
06037104704,354,6,2020
06037104704,420,6,2020
06037104704,440,2,2020
06037104704,510,20,2020
06037104704,624,10,2020
06037104704,626,14,2020
06037104704,627,3,2020
06037104704,662,1,2020
06037104704,740,13,2020
06037104704,745,5,2020
06037104704,753,2,2020
06037104704,761,4,2020
06037104704,821,1,2020
06037104704,888,2,2020
06037104704,890,2,2020
06037104704,900,1,2020
06037104704,901,3,2020
06037104704,903,3,2020
06037104704,930,2,2020
06037104704,940,1,2020
06037104704,946,2,2020
06037104704,956,2,2020
06037104821,210,7,2020
06037104821,220,1,2020
06037104821,230,9,2020
06037104821,236,2,2020
06037104821,310,8,2020
06037104821,320,1,2020
06037104821,330,5,2020
06037104821,331,2,2020
06037104821,341,6,2020
06037104821,343,5,2020
06037104821,350,3,2020
06037104821,354,6,2020
06037104821,420,8,2020
06037104821,440,9,2020
06037104821,442,19,2020
06037104821,480,1,2020
06037104821,510,17,2020
06037104821,520,1,2020
06037104821,624,12,2020
06037104821,626,10,2020
06037104821,649,1,2020
06037104821,651,1,2020
06037104821,662,1,2020
06037104821,664,1,2020
06037104821,740,3,2020
06037104821,745,2,2020
06037104821,753,1,2020
06037104821,761,4,2020
06037104821,814,1,2020
06037104821,860,1,2020
06037104821,888,2,2020
06037104821,900,3,2020
06037104821,901,4,2020
06037104821,930,1,2020
06037104821,946,2,2020
06037104821,956,1,2020
06037104822,121,2,2020
06037104822,210,4,2020
06037104822,230,5,2020
06037104822,236,3,2020
06037104822,310,3,2020
06037104822,320,2,2020
06037104822,330,4,2020
06037104822,331,1,2020
06037104822,341,1,2020
06037104822,354,1,2020
06037104822,420,13,2020
06037104822,440,2,2020
06037104822,442,3,2020
06037104822,487,2,2020
06037104822,510,9,2020
06037104822,520,1,2020
06037104822,624,2,2020
06037104822,626,4,2020
06037104822,664,1,2020
06037104822,740,7,2020
06037104822,761,5,2020
06037104822,815,1,2020
06037104822,860,1,2020
06037104822,888,1,2020
06037104822,890,1,2020
06037104822,900,1,2020
06037104822,901,2,2020
06037104822,903,4,2020
06037104822,930,5,2020
06037104822,946,1,2020
06037104823,230,1,2020
06037104823,310,1,2020
06037104823,330,2,2020
06037104823,341,1,2020
06037104823,354,2,2020
06037104823,420,2,2020
06037104823,434,1,2020
06037104823,440,1,2020
06037104823,510,12,2020
06037104823,624,7,2020
06037104823,626,2,2020
06037104823,666,1,2020
06037104823,740,2,2020
06037104823,745,3,2020
06037104823,900,1,2020
06037104823,903,1,2020
06037104823,930,1,2020
06037104824,110,1,2020
06037104824,210,3,2020
06037104824,220,3,2020
06037104824,230,11,2020
06037104824,236,5,2020
06037104824,310,3,2020
06037104824,330,7,2020
06037104824,331,2,2020
06037104824,341,5,2020
06037104824,354,1,2020
06037104824,420,8,2020
06037104824,440,4,2020
06037104824,442,3,2020
06037104824,480,1,2020
06037104824,510,12,2020
06037104824,520,1,2020
06037104824,623,1,2020
06037104824,624,6,2020
06037104824,626,8,2020
06037104824,627,1,2020
06037104824,649,1,2020
06037104824,740,7,2020
06037104824,745,3,2020
06037104824,761,1,2020
06037104824,815,1,2020
06037104824,890,2,2020
06037104824,900,2,2020
06037104824,903,1,2020
06037104824,930,2,2020
06037104824,940,1,2020
06037104824,946,2,2020
06037104824,956,2,2020
06037106010,210,1,2020
06037106010,230,1,2020
06037106010,236,4,2020
06037106010,251,1,2020
06037106010,310,4,2020
06037106010,320,1,2020
06037106010,330,4,2020
06037106010,331,1,2020
06037106010,354,7,2020
06037106010,420,6,2020
06037106010,440,3,2020
06037106010,510,13,2020
06037106010,520,1,2020
06037106010,624,3,2020
06037106010,626,6,2020
